action,action_replica_0,action_replica_1,action_replica_2,action_replica_3,action_value,advantage_std,approx_kl,balance_penalty,buffer_progress,buffer_size,clipfrac,data_type,datetime,delta_latency,delta_throughput,entropy,explained_var,latency,log_probability,lr,mode,pg_grad_norm,pi_loss,queue_length,queue_size,replica_id,return_mean,reward,reward_max,reward_mean,reward_min,reward_std,rollout_length,selected_replica,step,throughput,timestamp,value_estimate,value_mean,vf_loss
0,,,,,0,,,0.07394935344827586,,,,training,2025-09-17T20:13:43.450487,0.0,0.0,,,0.0,-1.3865607976913452,,delta,,,0,0,0,,0.0,,,,,,0,14,0.0,1758154423.450485,-1.0522427558898926,,
0,,,,,0,,,0.07489224137931036,,,,training,2025-09-17T20:13:43.759548,0.0,0.0,,,0.0,-1.3865644931793213,,delta,,,0,0,0,,0.0,,,,,,0,15,0.0,1758154423.759546,-1.020957112312317,,
0,,,,,0,,,0.07516163793103449,,,,training,2025-09-17T20:13:43.845557,0.0,0.0,,,0.0,-1.3864517211914062,,delta,,,0,0,0,,0.0,,,,,,0,16,0.0,1758154423.8455548,-0.9469741582870483,,
1,,,,,1,,,0.07610452586206896,,,,training,2025-09-17T20:13:44.170510,0.0,0.0,,,0.0,-1.3737971782684326,,delta,,,0,0,1,,0.0,,,,,,1,17,0.0,1758154424.1705081,-0.8761602640151978,,
3,,,,,3,,,0.09994612068965517,,,,training,2025-09-17T20:13:44.667199,5.610318659992445,0.15610956639454018,,,5.610318659992445,-1.3832204341888428,,delta,,,0,0,3,,-1.0,,,,,,3,18,0.15610956639454018,1758154424.667197,-0.9240990281105042,,
3,,,,,3,,,0.11718749999999999,,,,training,2025-09-17T20:13:44.673741,0.0,-7.940604723025158e-05,,,5.610318659992445,-1.384488582611084,,delta,,,0,0,3,,-7.940604723025158e-05,,,,,,3,19,0.15603016034730993,1758154424.6737401,-0.8410637974739075,,
3,,,,,3,,,0.13577586206896552,,,,training,2025-09-17T20:13:44.918396,0.2328076668714507,0.12065240598487098,,,5.843126326863896,-1.386023998260498,,delta,,,0,0,3,,-0.2285590943223051,,,,,,3,20,0.2766825663321809,1758154424.9183931,-0.7754702568054199,,
1,,,,,1,,,0.15503771551724138,,,,training,2025-09-17T20:13:45.094999,0.0,-0.02116972411927953,,,5.843126326863896,-1.3741921186447144,,delta,,,0,0,1,,-0.02116972411927953,,,,,,1,21,0.2555128422129014,1758154425.094997,-0.7726359367370605,,
2,,,,,2,,,0.15571120689655174,,,,training,2025-09-17T20:13:45.150513,0.0,-0.0066124457122460345,,,5.843126326863896,-1.3957644701004028,,delta,,,0,0,2,,-0.0066124457122460345,,,,,,2,22,0.24890039650065535,1758154425.15051,-0.7528565526008606,,
1,,,,,1,,,0.13873922413793102,,,,training,2025-09-17T20:13:45.171697,0.0,-0.0025899999493690096,,,5.843126326863896,-1.3724801540374756,,delta,,,0,0,1,,-0.0025899999493690096,,,,,,1,23,0.24631039655128634,1758154425.171695,-0.7599949836730957,,
2,,,,,2,,,0.09927262931034482,,,,training,2025-09-17T20:13:45.582413,1.118430968435847,0.1694971122625774,,,6.961557295299743,-1.3964475393295288,,delta,,,0,0,2,,-1.0,,,,,,2,24,0.41580750881386375,1758154425.582411,-0.9086569547653198,,
3,,,,,3,,,0.06627155172413793,,,,training,2025-09-17T20:13:45.639321,0.2502553588183938,0.09309728885893342,,,7.211812654118137,-1.3857091665267944,,delta,,,0,0,3,,-0.28228574936865725,,,,,,3,25,0.5089047976727972,1758154425.639319,-0.8961044549942017,,
3,,,,,3,,,0.09981142241379311,,,,training,2025-09-17T20:13:45.656889,-0.22192541721713432,0.09877095598885655,,,6.989887236901002,-1.3855174779891968,,delta,,,0,0,3,,0.43165908181455803,,,,,,3,26,0.6076757536616537,1758154425.656887,-0.8705644607543945,,
0,,,,,0,,,0.09981142241379311,,,,training,2025-09-17T20:13:45.674198,0.0,-0.0031140960186808453,,,6.989887236901002,-1.3859046697616577,,delta,,,0,0,0,,-0.0031140960186808453,,,,,,0,27,0.6045616576429729,1758154425.674192,-0.9399842023849487,,
0,,,,,0,,,0.10654633620689655,,,,training,2025-09-17T20:13:46.098416,0.1787417586874147,0.13175959417294425,,,7.168628995588417,-1.3848154544830322,,delta,,,0,0,0,,-0.1363530438581778,,,,,,0,28,0.7363212518159171,1758154426.0984142,-1.1275193691253662,,
1,,,,,1,,,0.09765625,,,,training,2025-09-17T20:13:46.226331,0.12907940020411512,0.32303373397628243,,,7.297708395792532,-1.3748741149902344,,delta,,,0,0,1,,0.12941463367010975,,,,,,1,29,1.0593549857921996,1758154426.226329,-1.0331575870513916,,
2,,,,,2,,,0.09940732758620688,,,,training,2025-09-17T20:13:46.458747,0.0,-0.07174233191713653,,,7.297708395792532,-1.4056077003479004,,delta,,,0,0,2,,-0.07174233191713653,,,,,,2,30,0.987612653875063,1758154426.458744,-0.8620786070823669,,
,,,,,,,0.0,,,32,0.0,ppo_update,2025-09-17T20:13:46.750217,,,1.3850428462028503,0.15139786899089813,,,0.0003,,2.5578448719218607,-0.010863197036087513,,,,,,,,,,32,,31,,1758154426.7502148,,,0.17193063162267208
,8,7,6,11,,1.0,,,1.0,,,rollout,2025-09-17T20:13:46.750232,,,,,,,,,,,,,,-1.0001875162124634,,0.431659072637558,-0.0648186206817627,-1.0,0.2644893527030945,,,31,,1758154426.750232,,-1.1117980480194092,
2,,,,,2,,,0.06047952586206897,,,,training,2025-09-17T20:13:46.750856,0.2005911086484815,0.418123064251371,,,7.498299504441014,-1.405900001525879,,delta,,,0,0,2,,0.11723640127864876,,,,,,2,31,1.405735718126434,1758154426.750855,-0.5505331754684448,,
1,,,,,1,,,0.06128771551724138,,,,training,2025-09-17T20:13:47.059051,0.0,-0.04094797327752686,,,7.498299504441014,-1.4918925762176514,,delta,,,0,0,1,,-0.04094797327752686,,,,,,1,32,1.3647877448489072,1758154427.059048,-0.6480950713157654,,
2,,,,,2,,,0.06357758620689655,,,,training,2025-09-17T20:13:47.560645,-0.0579022282746493,-0.07129085101191013,,,7.440397276166364,-1.300581693649292,,delta,,,0,0,2,,0.015562491400063827,,,,,,2,33,1.293496893836997,1758154427.560643,-1.0449937582015991,,
1,,,,,1,,,0.06398168103448276,,,,training,2025-09-17T20:13:47.641656,-0.01759910735792314,0.04638386742563383,,,7.422798168808441,-1.4809821844100952,,delta,,,0,0,1,,0.07278252846251854,,,,,,1,34,1.339880761262631,1758154427.641654,-1.3440109491348267,,
2,,,,,2,,,0.03542564655172413,,,,training,2025-09-17T20:13:47.777559,0.08443485795524719,0.16061886466692488,,,7.507233026763688,-1.3083598613739014,,delta,,,0,0,2,,0.03396657773405409,,,,,,2,35,1.5004996259295558,1758154427.777557,-1.4645154476165771,,
3,,,,,3,,,0.05428340517241379,,,,training,2025-09-17T20:13:48.118547,0.02647438341972297,-0.020156568368884242,,,7.533707410183411,-1.2887541055679321,,delta,,,0,0,3,,-0.059868143498468696,,,,,,3,36,1.4803430575606715,1758154428.1185439,-1.441637396812439,,
2,,,,,2,,,0.05455280172413793,,,,training,2025-09-17T20:13:48.355016,-0.06941350717612504,0.07707415212412783,,,7.464293903007286,-1.311549425125122,,delta,,,0,0,2,,0.1811944128883154,,,,,,2,37,1.5574172096847994,1758154428.3550138,-1.5575201511383057,,
3,,,,,3,,,0.09603987068965517,,,,training,2025-09-17T20:13:48.625493,-0.05607635634474395,0.08252997570077314,,,7.408217546662542,-1.293197512626648,,delta,,,0,0,3,,0.16664451021788906,,,,,,3,38,1.6399471853855725,1758154428.625491,-1.401839017868042,,
3,,,,,3,,,0.09738685344827586,,,,training,2025-09-17T20:13:48.724675,-0.025165771709470874,0.016220822512036603,,,7.3830517749530715,-1.2937577962875366,,delta,,,0,0,3,,0.053969480076242915,,,,,,3,39,1.656168007897609,1758154428.724673,-1.3470330238342285,,
0,,,,,0,,,0.09927262931034483,,,,training,2025-09-17T20:13:48.890169,0.0,-0.05392649902712998,,,7.3830517749530715,-1.479756474494934,,delta,,,0,0,0,,-0.05392649902712998,,,,,,0,40,1.6022415088704791,1758154428.890167,-1.2690153121948242,,
0,,,,,0,,,0.08216594827586207,,,,training,2025-09-17T20:13:48.899258,0.0,-0.0020044891111521412,,,7.3830517749530715,-1.4778705835342407,,delta,,,0,0,0,,-0.0020044891111521412,,,,,,0,41,1.600237019759327,1758154428.8992362,-1.4533355236053467,,
2,,,,,2,,,0.08257004310344829,,,,training,2025-09-17T20:13:48.938676,0.0,-0.010962909627670214,,,7.3830517749530715,-1.3137869834899902,,delta,,,0,0,2,,-0.010962909627670214,,,,,,2,42,1.5892741101316568,1758154428.938674,-1.2465167045593262,,
1,,,,,1,,,0.08257004310344827,,,,training,2025-09-17T20:13:48.990581,0.0,-0.014252412818098081,,,7.3830517749530715,-1.4607101678848267,,delta,,,0,0,1,,-0.014252412818098081,,,,,,1,43,1.5750216973135587,1758154428.990579,-1.373572587966919,,
3,,,,,3,,,0.08270474137931036,,,,training,2025-09-17T20:13:49.009678,0.0,-0.0034305673984678098,,,7.3830517749530715,-1.3011295795440674,,delta,,,0,0,3,,-0.0034305673984678098,,,,,,3,44,1.5715911299150909,1758154429.0096772,-1.3485140800476074,,
0,,,,,0,,,0.08297413793103448,,,,training,2025-09-17T20:13:49.045287,0.0,-0.010833354175533438,,,7.3830517749530715,-1.4747751951217651,,delta,,,0,0,0,,-0.010833354175533438,,,,,,0,45,1.5607577757395574,1758154429.0452852,-1.3653137683868408,,
0,,,,,0,,,0.06573275862068967,,,,training,2025-09-17T20:13:49.063084,0.0,-0.00431083570951496,,,7.3830517749530715,-1.4719973802566528,,delta,,,0,0,0,,-0.00431083570951496,,,,,,0,46,1.5564469400300425,1758154429.063083,-1.485994577407837,,
3,,,,,3,,,0.05940193965517242,,,,training,2025-09-17T20:13:49.118571,0.0,-0.013039854847062271,,,7.3830517749530715,-1.2984646558761597,,delta,,,0,0,3,,-0.013039854847062271,,,,,,3,47,1.5434070851829802,1758154429.11857,-1.9669859409332275,,
0,,,,,0,,,0.06034482758620689,,,,training,2025-09-17T20:13:49.273264,-0.028304441329324526,0.0612155522844704,,,7.354747333623747,-1.4892191886901855,,delta,,,0,0,0,,0.10367221427845719,,,,,,0,48,1.6046226374674506,1758154429.2732632,-2.345900774002075,,
1,,,,,1,,,0.05334051724137931,,,,training,2025-09-17T20:13:49.357178,-0.0006726035785913353,0.03152601362146501,,,7.354074730045156,-1.4776173830032349,,delta,,,0,0,1,,0.03253491898935201,,,,,,1,49,1.6361486510889156,1758154429.357176,-2.439303159713745,,
3,,,,,3,,,0.036503232758620684,,,,training,2025-09-17T20:13:49.426512,0.0,-0.018539485900290087,,,7.354074730045156,-1.2847366333007812,,delta,,,0,0,3,,-0.018539485900290087,,,,,,3,50,1.6176091651886255,1758154429.426511,-2.5106277465820312,,
2,,,,,2,,,0.05374461206896551,,,,training,2025-09-17T20:13:49.461190,0.0,-0.009267399645556562,,,7.354074730045156,-1.30567467212677,,delta,,,0,0,2,,-0.009267399645556562,,,,,,2,51,1.608341765543069,1758154429.461189,-2.479520559310913,,
0,,,,,0,,,0.05387931034482759,,,,training,2025-09-17T20:13:49.502929,0.0,-0.01208121798885009,,,7.354074730045156,-1.494310736656189,,delta,,,0,0,0,,-0.01208121798885009,,,,,,0,52,1.5962605475542189,1758154429.502927,-2.4629433155059814,,
1,,,,,1,,,0.078125,,,,training,2025-09-17T20:13:50.095650,-0.03135782146972321,-0.054512728259799026,,,7.3227169085754324,-1.4801409244537354,,delta,,,0,0,1,,-0.007475996055214207,,,,,,1,53,1.5417478192944198,1758154430.095648,-2.522224187850952,,
0,,,,,0,,,0.0620959051724138,,,,training,2025-09-17T20:13:50.317292,0.0023469546940813046,0.00863939869896102,,,7.325063863269514,-1.4944401979446411,,delta,,,0,0,0,,0.005118966657839064,,,,,,0,54,1.5503872179933809,1758154430.31729,-2.5655248165130615,,
2,,,,,2,,,0.07556573275862069,,,,training,2025-09-17T20:13:50.464116,-0.0007376297720513847,0.011794315896082264,,,7.324326233497462,-1.309969425201416,,delta,,,0,0,2,,0.01290076055415934,,,,,,2,55,1.5621815338894631,1758154430.464113,-2.5598928928375244,,
0,,,,,0,,,0.07556573275862069,,,,training,2025-09-17T20:13:50.490288,0.0,-0.0063362921196510325,,,7.324326233497462,-1.4879761934280396,,delta,,,0,0,0,,-0.0063362921196510325,,,,,,0,56,1.555845241769812,1758154430.490286,-2.4889137744903564,,
2,,,,,2,,,0.09348060344827586,,,,training,2025-09-17T20:13:50.690965,-0.005412177807901486,-0.0006745322667478515,,,7.318914055689561,-1.3164341449737549,,delta,,,0,0,2,,0.007443734445104377,,,,,,2,57,1.5551707095030642,1758154430.690963,-2.4383490085601807,,
3,,,,,3,,,0.09401939655172414,,,,training,2025-09-17T20:13:50.715225,0.0,-0.005809297719169493,,,7.318914055689561,-1.2868164777755737,,delta,,,0,0,3,,-0.005809297719169493,,,,,,3,58,1.5493614117838947,1758154430.715223,-2.254326581954956,,
2,,,,,2,,,0.09401939655172413,,,,training,2025-09-17T20:13:50.775055,0.001201179095851046,0.026134787305714502,,,7.320115234785412,-1.3169723749160767,,delta,,,0,0,2,,0.024333018661937933,,,,,,2,59,1.5754961990896093,1758154430.775054,-2.2031280994415283,,
0,,,,,0,,,0.11866918103448275,,,,training,2025-09-17T20:13:51.240645,-0.020795090661168913,0.02485444876104914,,,7.299320144124243,-1.4862619638442993,,delta,,,0,0,0,,0.05604708475280251,,,,,,0,60,1.6003506478506584,1758154431.240644,-2.194660186767578,,
2,,,,,2,,,0.13685344827586207,,,,training,2025-09-17T20:13:51.409210,0.0,-0.03128561014252873,,,7.299320144124243,-1.3150709867477417,,delta,,,0,0,2,,-0.03128561014252873,,,,,,2,61,1.5690650377081297,1758154431.409207,-2.119720220565796,,
1,,,,,1,,,0.16002155172413793,,,,training,2025-09-17T20:13:51.528725,-0.01987873214722491,0.08898187569915472,,,7.279441411977018,-1.4731860160827637,,delta,,,0,0,1,,0.11879997391999209,,,,,,1,62,1.6580469134072844,1758154431.528723,-1.9913792610168457,,
,,,,,,,0.0,,,32,0.0,ppo_update,2025-09-17T20:13:51.747516,,,1.3782711625099182,0.29711441695690155,,,0.0003,,2.092767376097558,-0.002237727865576744,,,,,,,,,,32,,63,,1758154431.747514,,,0.3022437244653702
,9,6,10,7,,1.0,,,1.0,,,rollout,2025-09-17T20:13:51.747560,,,,,,,,,,,,,,-1.122864007949829,,0.18119440972805023,0.01949222944676876,-0.05986814200878143,0.05499348044395447,,,63,,1758154431.74756,,-1.8518824577331543,
2,,,,,2,,,0.14439655172413796,,,,training,2025-09-17T20:13:51.748321,-0.0004044099155979808,0.001598463308605691,,,7.27903700206142,-1.3131238222122192,,delta,,,0,0,2,,0.002205078182002662,,,,,,2,63,1.65964537671589,1758154431.748321,-1.9249298572540283,,
3,,,,,3,,,0.07987607758620689,,,,training,2025-09-17T20:13:52.079548,0.11504223765045118,0.15921668463998384,,,7.394079239711871,-1.239997148513794,,delta,,,0,0,3,,-0.013346671835692936,,,,,,3,64,1.818862061355874,1758154432.0795462,-0.578296959400177,,
2,,,,,2,,,0.0785290948275862,,,,training,2025-09-17T20:13:52.339769,-0.003517212875914666,0.022210708941605928,,,7.390562026835957,-1.227886438369751,,delta,,,0,0,2,,0.027486528255477927,,,,,,2,65,1.8410727702974798,1758154432.339767,0.43794992566108704,,
2,,,,,2,,,0.09630926724137931,,,,training,2025-09-17T20:13:52.381641,0.0,-0.008280708296319217,,,7.390562026835957,-1.2322438955307007,,delta,,,0,0,2,,-0.008280708296319217,,,,,,2,66,1.8327920620011606,1758154432.381639,0.9046124815940857,,
0,,,,,0,,,0.09630926724137931,,,,training,2025-09-17T20:13:52.390862,0.0,-0.0010333548304448659,,,7.390562026835957,-1.539811611175537,,delta,,,0,0,0,,-0.0010333548304448659,,,,,,0,67,1.8317587071707158,1758154432.390861,1.302849531173706,,
3,,,,,3,,,0.11341594827586207,,,,training,2025-09-17T20:13:52.441067,0.0,-0.011918800533549767,,,7.390562026835957,-1.250500202178955,,delta,,,0,0,3,,-0.011918800533549767,,,,,,3,68,1.819839906637166,1758154432.441066,1.6234079599380493,,
2,,,,,2,,,0.11395474137931036,,,,training,2025-09-17T20:13:52.482562,0.02126064108600456,0.0244695459568971,,,7.411822667921961,-1.2357642650604248,,delta,,,0,0,2,,-0.0074214156721097435,,,,,,2,69,1.844309452594063,1758154432.48256,1.8066291809082031,,
1,,,,,1,,,0.13133081896551724,,,,training,2025-09-17T20:13:52.519281,0.0,-0.007433240577417344,,,7.411822667921961,-1.5502444505691528,,delta,,,0,0,1,,-0.007433240577417344,,,,,,1,70,1.8368762120166457,1758154432.5192802,1.7746270895004272,,
2,,,,,2,,,0.11880387931034483,,,,training,2025-09-17T20:13:52.982720,-0.016425332038331852,-0.052858804507177615,,,7.395397335883629,-1.2421256303787231,,delta,,,0,0,2,,-0.028220806449679836,,,,,,2,71,1.7840174075094681,1758154432.982718,1.8208129405975342,,
2,,,,,2,,,0.11651400862068964,,,,training,2025-09-17T20:13:53.378345,0.04468277895925965,0.03561800750153887,,,7.440080114842889,-1.2421727180480957,,delta,,,0,0,2,,-0.0314061609373506,,,,,,2,72,1.819635415011007,1758154433.3783429,1.823700189590454,,
2,,,,,2,,,0.13402478448275862,,,,training,2025-09-17T20:13:53.436858,0.0,-0.010722160368224154,,,7.440080114842889,-1.2445316314697266,,delta,,,0,0,2,,-0.010722160368224154,,,,,,2,73,1.8089132546427829,1758154433.436856,1.7841812372207642,,
1,,,,,1,,,0.15140086206896552,,,,training,2025-09-17T20:13:53.622711,-0.0073859506910674,0.03179256946321796,,,7.432694164151822,-1.5455293655395508,,delta,,,0,0,1,,0.04287149549981906,,,,,,1,74,1.8407058241060008,1758154433.622709,1.573758840560913,,
2,,,,,2,,,0.1305226293103448,,,,training,2025-09-17T20:13:53.720918,0.014507042104633605,0.046777193231707814,,,7.447201206256455,-1.2425611019134521,,delta,,,0,0,2,,0.025016630074757407,,,,,,2,75,1.8874830173377086,1758154433.720916,1.480912685394287,,
3,,,,,3,,,0.1518049568965517,,,,training,2025-09-17T20:13:54.199366,-0.02330592201364734,-0.0387762221334651,,,7.423895284242808,-1.2622419595718384,,delta,,,0,0,3,,-0.0038173391129940892,,,,,,3,76,1.8487067952042435,1758154434.1993642,1.500209927558899,,
2,,,,,2,,,0.15288254310344826,,,,training,2025-09-17T20:13:54.300184,0.0,-0.016507547494818198,,,7.423895284242808,-1.2455089092254639,,delta,,,0,0,2,,-0.016507547494818198,,,,,,2,77,1.8321992477094253,1758154434.300181,1.4222732782363892,,
1,,,,,1,,,0.17039331896551724,,,,training,2025-09-17T20:13:54.361583,0.0,-0.008161952610425516,,,7.423895284242808,-1.5405521392822266,,delta,,,0,0,1,,-0.008161952610425516,,,,,,1,78,1.8240372950989998,1758154434.361581,1.3384170532226562,,
1,,,,,1,,,0.17093211206896552,,,,training,2025-09-17T20:13:54.400637,0.0,-0.007447429443554032,,,7.423895284242808,-1.5447194576263428,,delta,,,0,0,1,,-0.007447429443554032,,,,,,1,79,1.8165898656554458,1758154434.400616,1.2066253423690796,,
1,,,,,1,,,0.19410021551724138,,,,training,2025-09-17T20:13:54.542143,-0.022695454105339685,0.0071661894236600965,,,7.401199830137468,-1.5539300441741943,,delta,,,0,0,1,,0.041209370581669624,,,,,,1,80,1.8237560550791059,1758154434.5421388,1.2298277616500854,,
1,,,,,1,,,0.19504310344827586,,,,training,2025-09-17T20:13:54.582819,-0.02175929368312879,0.02048653366387221,,,7.379440536454339,-1.5594425201416016,,delta,,,0,0,1,,0.05312547418856539,,,,,,1,81,1.844242588742978,1758154434.582817,1.242268681526184,,
0,,,,,0,,,0.1752424568965517,,,,training,2025-09-17T20:13:54.701066,0.027939257551675922,0.005322690600007229,,,7.407379794006015,-1.5445021390914917,,delta,,,0,0,0,,-0.036586195727506654,,,,,,0,82,1.8495652793429853,1758154434.7010639,1.2283931970596313,,
2,,,,,2,,,0.14049030172413793,,,,training,2025-09-17T20:13:55.255719,0.01528915698847566,-0.002972828150511031,,,7.422668950994491,-1.2424333095550537,,delta,,,0,0,2,,-0.025906563633224522,,,,,,2,83,1.8465924511924743,1758154435.255714,1.2407344579696655,,
2,,,,,2,,,0.15827047413793102,,,,training,2025-09-17T20:13:55.344962,0.0,-0.012694921343632481,,,7.422668950994491,-1.2444515228271484,,delta,,,0,0,2,,-0.012694921343632481,,,,,,2,84,1.8338975298488418,1758154435.34496,1.1997162103652954,,
3,,,,,3,,,0.17551185344827586,,,,training,2025-09-17T20:13:55.389760,0.0,-0.006102367920340912,,,7.422668950994491,-1.2440916299819946,,delta,,,0,0,3,,-0.006102367920340912,,,,,,3,85,1.8277951619285009,1758154435.389759,1.0531914234161377,,
1,,,,,1,,,0.15988685344827586,,,,training,2025-09-17T20:13:55.975151,0.03590389099207236,-0.04500115060287668,,,7.458572841986563,-1.5600409507751465,,delta,,,0,0,1,,-0.09885698709098523,,,,,,1,86,1.7827940113256242,1758154435.97515,1.0033024549484253,,
2,,,,,2,,,0.11772629310344826,,,,training,2025-09-17T20:13:56.101522,0.06502926517166419,0.03494627162742403,,,7.5236021071582275,-1.2454081773757935,,delta,,,0,0,2,,-0.06259762613007225,,,,,,2,87,1.8177402829530482,1758154436.1015198,0.9075602889060974,,
0,,,,,0,,,0.1349676724137931,,,,training,2025-09-17T20:13:56.119835,0.0,-0.0022150660049669035,,,7.5236021071582275,-1.539563775062561,,delta,,,0,0,0,,-0.0022150660049669035,,,,,,0,88,1.8155252169480813,1758154436.119833,0.9197725653648376,,
2,,,,,2,,,0.11786099137931036,,,,training,2025-09-17T20:13:56.129058,0.0,-0.0011195877005836241,,,7.5236021071582275,-1.242821216583252,,delta,,,0,0,2,,-0.0011195877005836241,,,,,,2,89,1.8144056292474977,1758154436.129057,0.8021261096000671,,
2,,,,,2,,,0.11786099137931036,,,,training,2025-09-17T20:13:56.145937,0.0,-0.0026885428626710617,,,7.5236021071582275,-1.243035078048706,,delta,,,0,0,2,,-0.0026885428626710617,,,,,,2,90,1.8117170863848266,1758154436.145935,1.0068082809448242,,
1,,,,,1,,,0.15274784482758622,,,,training,2025-09-17T20:13:56.299510,0.0,-0.022539122208284912,,,7.5236021071582275,-1.5770279169082642,,delta,,,0,0,1,,-0.022539122208284912,,,,,,1,91,1.7891779641765417,1758154436.2995079,1.1647417545318604,,
3,,,,,3,,,0.1749730603448276,,,,training,2025-09-17T20:13:56.897754,-0.027580922229687665,0.014701857523091055,,,7.49602118492854,-1.234584927558899,,delta,,,0,0,3,,0.056073240867622554,,,,,,3,92,1.8038798216996328,1758154436.897752,1.6634856462478638,,
2,,,,,2,,,0.15880926724137928,,,,training,2025-09-17T20:13:56.999125,0.0,-0.012141514529186326,,,7.49602118492854,-1.2382615804672241,,delta,,,0,0,2,,-0.012141514529186326,,,,,,2,93,1.7917383071704465,1758154436.999119,1.9579955339431763,,
3,,,,,3,,,0.1761853448275862,,,,training,2025-09-17T20:13:57.090129,0.0,-0.001442063479066391,,,7.49602118492854,-1.2317173480987549,,delta,,,0,0,3,,-0.001442063479066391,,,,,,3,94,1.79029624369138,1758154437.090128,2.0785140991210938,,
,,,,,,,0.0022149113938212395,,,32,0.0,ppo_update,2025-09-17T20:13:57.242888,,,1.3685097694396973,-0.2593826949596405,,,0.0003,,4.986472596839958,-0.0024883481673896313,,,,,,,,,,32,,95,,1758154437.242885,,,0.32083655521273613
,3,8,14,7,,1.0,,,1.0,,,rollout,2025-09-17T20:13:57.244444,,,,,,,,,,,,,,0.7873775959014893,,0.05607324093580246,-0.006863477174192667,-0.09885698556900024,0.03063458576798439,,,95,,1758154437.244443,,1.3018734455108643,
3,,,,,3,,,0.15234375,,,,training,2025-09-17T20:13:57.244893,0.03469564235432632,0.013890929221331838,,,7.530716827282866,-1.2272783517837524,,delta,,,0,0,3,,-0.03815253431015764,,,,,,3,95,1.804187172912712,1758154437.244892,1.7388379573822021,,
